freq,unit,hazard,nace_r2,waste,geo\TIME_PERIOD	2004 	2006 	2008 	2010 	2012 	2014 	2016 	2018 	2020 
A,T,HAZ_NHAZ,G4677,W0841,DK	1 	2 	0 	3484 	19 	103 	12 	17 	7 
A,T,HAZ_NHAZ,G4677,W0841,EE	77 	69 	195 	465 	55 	14 	25 	51 	134 
A,T,HAZ_NHAZ,G4677,W0841,EL	0 	0 	0 	0 	0 	0 	0 	1090 	225 
A,T,HAZ_NHAZ,G4677,W0841,ES	56 	29206 	32095 	4497 	19207 	28954 	11015 	64824 	58999 
A,T,HAZ_NHAZ,G4677,W0841,FI	1 	456 	911 	8035 	2613 	897 	5112 	14 	26 
A,T,HAZ_NHAZ,G4677,W0841,FR	0 	0 	750 	2084 	1637 	2400 	2164 	2807 	3056 
A,T,HAZ_NHAZ,G4677,W0841,HR	0 	1 	0 	158 	58 	13 	1 	0 	1 
A,T,HAZ_NHAZ,G4677,W0841,HU	10835 	298 	256 	36 	12 	79 	10 	12 	10 
A,T,HAZ_NHAZ,G4677,W0841,IE	0 	0 	: 	4518 	3 	77 	22 	41 	150 
A,T,HAZ_NHAZ,G4677,W0841,IS	0 	: 	: 	172 	172 	498 	545 	729 	725 
A,T,HAZ_NHAZ,G4677,W0841,IT	1 	1 	6684 	11505 	3288 	5640 	6391 	6397 	5157 
A,T,HAZ_NHAZ,G4677,W0841,LI	: 	: 	0 	0 	10 	0 	0 	0 	: 
A,T,HAZ_NHAZ,G4677,W0841,LT	706 	216 	388 	4350 	379 	194 	66 	254 	165 
A,T,HAZ_NHAZ,G4677,W0841,LU	0 	0 	3 	0 	11 	4 	3 	0 	3 
A,T,HAZ_NHAZ,G4677,W0841,LV	0 	9 	6 	100 	2 	26 	12 	27 	220 
A,T,HAZ_NHAZ,G4677,W0841,ME	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W0841,MK	: 	: 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W0841,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W0841,NL	2848 	244 	11151 	10459 	19815 	33551 	54444 	64801 	33530 
A,T,HAZ_NHAZ,G4677,W0841,NO	2 	1309 	859 	844 	936 	2253 	1524 	1193 	1315 
A,T,HAZ_NHAZ,G4677,W0841,PL	890 	1430 	2120 	2245 	3322 	3207 	0 	3857 	8631 
A,T,HAZ_NHAZ,G4677,W0841,PT	0 	502 	14070 	21552 	16682 	18191 	22854 	24225 b	25040 
A,T,HAZ_NHAZ,G4677,W0841,RO	1 	72 	632 	0 	0 	0 	55 	1 	0 
A,T,HAZ_NHAZ,G4677,W0841,RS	: 	: 	: 	0 	0 	0 	0 	0 	25 
A,T,HAZ_NHAZ,G4677,W0841,SE	3326 	5366 	2197 	2842 	135 	106 	371 	81 	23 
A,T,HAZ_NHAZ,G4677,W0841,SI	1 	1 	0 	0 	0 	0 	71 	838 	: c
A,T,HAZ_NHAZ,G4677,W0841,SK	0 	41 	253 	128 	162 	52 	63 	227 	865 
A,T,HAZ_NHAZ,G4677,W0841,TR	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W0841,UK	0 	33882 	195846 	177487 	100602 	125816 	123824 	153691 	: 
A,T,HAZ_NHAZ,G4677,W0841,XK	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W08A,AT	174 	1667 	1903 	264 	41 	76 	184 	418 	171 
A,T,HAZ_NHAZ,G4677,W08A,BA	: 	: 	: 	: 	0 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W08A,BE	290 	4946 	1039 	6281 	9111 	13375 	8659 	14258 	10538 
A,T,HAZ_NHAZ,G4677,W08A,BG	3297 	944 	11 	7155 	2543 	1576 	1436 	2282 	868 
A,T,HAZ_NHAZ,G4677,W08A,CY	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W08A,CZ	275 	1767 	3934 	2456 	3137 	11651 	8447 	4560 b	3829 
A,T,HAZ_NHAZ,G4677,W08A,DE	8001 	12632 	17288 	7264 	5859 	8408 	21482 	28681 	23776 
A,T,HAZ_NHAZ,G4677,W08A,DK	289 	351 	1385 	17736 	10 	0 	90 	0 	3 
A,T,HAZ_NHAZ,G4677,W08A,EE	354 	626 	681 	1146 	156 	525 	156 	21 	639 
A,T,HAZ_NHAZ,G4677,W08A,EL	0 	0 	0 	0 	0 	0 	0 	2007 	1719 
A,T,HAZ_NHAZ,G4677,W08A,ES	70 	13980 	15549 	8220 	100 	364 	6059 	67 	3069 
A,T,HAZ_NHAZ,G4677,W08A,FI	4 	1153 	1759 	3099 	302 	351 	277 	13 	9 
A,T,HAZ_NHAZ,G4677,W08A,FR	40 	40 	172800 	44 	69 	1502 	3009 	4392 	4921 
A,T,HAZ_NHAZ,G4677,W08A,HR	0 	5 	0 	696 	58 	0 	79 	0 	19 
A,T,HAZ_NHAZ,G4677,W08A,HU	2004 	6556 	5220 	831 	764 	1701 	312 	500 	64 
A,T,HAZ_NHAZ,G4677,W08A,IE	0 	0 	: 	14210 	0 	3 	1 	0 	0 
A,T,HAZ_NHAZ,G4677,W08A,IS	0 	: 	: 	0 	0 	2473 	2955 	3587 	3502 
A,T,HAZ_NHAZ,G4677,W08A,IT	671 	5533 	34106 	58437 	32488 	42448 	43040 	42774 	41266 
A,T,HAZ_NHAZ,G4677,W08A,LI	: 	: 	0 	0 	14 	0 	0 	0 	: 
A,T,HAZ_NHAZ,G4677,W08A,LT	0 	111 	68 	1794 	575 	964 	909 	187 	476 
A,T,HAZ_NHAZ,G4677,W08A,LU	0 	0 	9 	2 	17 	3 	6 	2 	6 
A,T,HAZ_NHAZ,G4677,W08A,LV	0 	19 	18090 	93 	10 	55 	0 	0 	5032 
A,T,HAZ_NHAZ,G4677,W08A,ME	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W08A,MK	: 	: 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W08A,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W08A,NL	58 	487 	186 	2744 	4206 	4407 	5815 	10550 	16013 
A,T,HAZ_NHAZ,G4677,W08A,NO	2 	72941 	79827 	41617 	55989 	5533 	780 	56 	937 
A,T,HAZ_NHAZ,G4677,W08A,PL	337 	454 	17855 	2617 	2629 	3352 	0 	0 	12405 
A,T,HAZ_NHAZ,G4677,W08A,PT	1114 	0 	698 	1893 	5824 	5711 	12478 	23668 b	23963 
A,T,HAZ_NHAZ,G4677,W08A,RO	1 	0 	4781 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W08A,RS	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W08A,SE	140 	16436 	391 	8512 	19609 	11174 	25023 	7330 	3724 
A,T,HAZ_NHAZ,G4677,W08A,SI	0 	25 	0 	0 	0 	0 	3 	0 	: c
A,T,HAZ_NHAZ,G4677,W08A,SK	0 	83 	440 	554 	616 	171 	393 	2255 	2100 
A,T,HAZ_NHAZ,G4677,W08A,TR	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W08A,UK	14 	200000 	142245 	264770 	101816 	138404 	144620 	351037 	: 
A,T,HAZ_NHAZ,G4677,W08A,XK	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W09,AT	16847 	8 	14 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,BE	109 	25139 	5279 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,BG	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,CY	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,CZ	36 	17 	1 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,DE	59 	25 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,DK	121 	256 	40 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,EE	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,EL	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,ES	0 	3 	3 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,FI	1 	2 	5 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,FR	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,HR	1051 	1509 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,HU	4 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,IE	0 	0 	: 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,IS	0 	: 	: 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,IT	9 	1888 	1487 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,LI	: 	: 	1 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,LT	651 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,LU	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,LV	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,MK	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,MT	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,NL	0 	270 	733 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,NO	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,PL	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,PT	0 	0 	305 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,RO	15 	508 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,SE	0 	98 	672 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,SI	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,SK	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,TR	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W09,UK	1994 	783 	2297 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091,AT	: 	: 	: 	865 	175 	137 	: c	1695 	3099 
A,T,HAZ_NHAZ,G4677,W091,BA	: 	: 	: 	: 	0 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091,BE	: 	: 	: 	446 	378 	0 	0 	0 	4 
A,T,HAZ_NHAZ,G4677,W091,BG	: 	: 	: 	1 	0 	0 	0 	0 	7 
A,T,HAZ_NHAZ,G4677,W091,CY	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W091,CZ	: 	: 	: 	0 	0 	0 	0 	: bc	0 
A,T,HAZ_NHAZ,G4677,W091,DE	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W091,DK	: 	: 	: 	27774 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W091,EE	: 	: 	: 	3850 	0 	6 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W091,EL	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W091,ES	: 	: 	: 	0 	0 	6 	56 	0 	27 
A,T,HAZ_NHAZ,G4677,W091,FI	: 	: 	: 	141398 	4 	4 	1 	1 	1 
A,T,HAZ_NHAZ,G4677,W091,FR	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W091,HR	: 	: 	: 	2581 	0 	0 	0 	0 	2 
A,T,HAZ_NHAZ,G4677,W091,HU	: 	: 	: 	17 	9 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W091,IE	: 	: 	: 	848395 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W091,IS	: 	: 	: 	0 	0 	2468 	3328 	4216 	4219 
A,T,HAZ_NHAZ,G4677,W091,IT	: 	: 	: 	838 	1720 	1066 	1309 	1528 	1416 
A,T,HAZ_NHAZ,G4677,W091,LI	: 	: 	: 	0 	0 	0 	0 	0 	: 
A,T,HAZ_NHAZ,G4677,W091,LT	: 	: 	: 	3986 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W091,LU	: 	: 	: 	0 	0 	0 	325 	37 	546 
A,T,HAZ_NHAZ,G4677,W091,LV	: 	: 	: 	2826 	54 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W091,ME	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W091,MK	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W091,MT	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W091,NL	: 	: 	: 	14 	7 	80 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W091,NO	: 	: 	: 	0 	369 	2477 	4 	0 	0 
A,T,HAZ_NHAZ,G4677,W091,PL	: 	: 	: 	7 	208 	3 	83 	431 	31 
A,T,HAZ_NHAZ,G4677,W091,PT	: 	: 	: 	11 	6 	81 	286 	19 b	59 
A,T,HAZ_NHAZ,G4677,W091,RO	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W091,RS	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W091,SE	: 	: 	: 	306 	237 	0 	1240 	350 	205 
A,T,HAZ_NHAZ,G4677,W091,SI	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W091,SK	: 	: 	: 	3 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W091,UK	: 	: 	: 	18 	42 	136 	27 	0 	: 
A,T,HAZ_NHAZ,G4677,W091,XK	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W091_092,AT	16847 	8 	14 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,BE	109 	25139 	5279 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,BG	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,CY	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,CZ	36 	17 	1 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,DE	59 	25 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,DK	121 	256 	40 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,EE	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,EL	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,ES	0 	2 	2 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,FI	1 	2 	5 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,FR	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,HR	451 	1509 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,HU	4 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,IE	0 	0 	: 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,IS	0 	: 	: 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,IT	9 	1888 	1487 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,LI	: 	: 	1 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,LT	651 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,LU	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,LV	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,MK	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,MT	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,NL	0 	270 	733 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,NO	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,PL	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,PT	0 	0 	305 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,RO	15 	508 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,SE	0 	98 	672 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,SI	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,SK	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,TR	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W091_092,UK	1994 	783 	2297 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W092,AT	: 	: 	: 	215 	139 	22 	: c	26 	17 
A,T,HAZ_NHAZ,G4677,W092,BA	: 	: 	: 	: 	0 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W092,BE	: 	: 	: 	1182 	484 	702 	196 	1279 	722 
A,T,HAZ_NHAZ,G4677,W092,BG	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W092,CY	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W092,CZ	: 	: 	: 	2 	2 	9 	0 	25 b	: c
A,T,HAZ_NHAZ,G4677,W092,DE	: 	: 	: 	0 	0 	0 	0 	30 	41 
A,T,HAZ_NHAZ,G4677,W092,DK	: 	: 	: 	149209 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W092,EE	: 	: 	: 	42200 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W092,EL	: 	: 	: 	0 	0 	0 	0 	0 	30 
A,T,HAZ_NHAZ,G4677,W092,ES	: 	: 	: 	0 	0 	1 	0 	10 	2 
A,T,HAZ_NHAZ,G4677,W092,FI	: 	: 	: 	17689 	2 	0 	124 	569 	17 
A,T,HAZ_NHAZ,G4677,W092,FR	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W092,HR	: 	: 	: 	1698 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W092,HU	: 	: 	: 	38 	54 	157 	142 	313 	52 
A,T,HAZ_NHAZ,G4677,W092,IE	: 	: 	: 	76572 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W092,IS	: 	: 	: 	0 	0 	910 	428 	386 	424 
A,T,HAZ_NHAZ,G4677,W092,IT	: 	: 	: 	524 	61 	768 	521 	890 	496 
A,T,HAZ_NHAZ,G4677,W092,LI	: 	: 	: 	0 	418 	0 	0 	0 	: 
A,T,HAZ_NHAZ,G4677,W092,LT	: 	: 	: 	33178 	0 	0 	2 	0 	0 
A,T,HAZ_NHAZ,G4677,W092,LU	: 	: 	: 	0 	0 	0 	7 	18 	6 
A,T,HAZ_NHAZ,G4677,W092,LV	: 	: 	: 	488 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W092,ME	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W092,MK	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W092,MT	: 	: 	: 	0 	14 	0 	0 	2 	0 
A,T,HAZ_NHAZ,G4677,W092,NL	: 	: 	: 	873 	1123 	1090 	847 	864 	2385 
A,T,HAZ_NHAZ,G4677,W092,NO	: 	: 	: 	0 	34 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W092,PL	: 	: 	: 	0 	0 	0 	0 	3107 	3175 
A,T,HAZ_NHAZ,G4677,W092,PT	: 	: 	: 	18 	11 	7 	3 	106 b	174 
A,T,HAZ_NHAZ,G4677,W092,RO	: 	: 	: 	0 	0 	0 	0 	6 	0 
A,T,HAZ_NHAZ,G4677,W092,RS	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W092,SE	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W092,SI	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W092,SK	: 	: 	: 	12 	0 	0 	0 	0 	8 
A,T,HAZ_NHAZ,G4677,W092,UK	: 	: 	: 	5510 	5526 	1327 	900 	437 	: 
A,T,HAZ_NHAZ,G4677,W092,XK	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,BA	: 	: 	: 	: 	0 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W093,BE	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,BG	0 	0 	0 	0 	0 	0 	0 	0 	41 
A,T,HAZ_NHAZ,G4677,W093,CY	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,CZ	0 	0 	0 	0 	0 	0 	0 	0 b	0 
A,T,HAZ_NHAZ,G4677,W093,DE	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,DK	0 	0 	0 	498 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,EE	0 	0 	0 	80 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,EL	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,ES	0 	1 	1 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,FR	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,HR	600 	0 	0 	10 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,HU	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,IE	0 	0 	: 	225028 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,IS	0 	: 	: 	0 	0 	20 	14 	14 	27 
A,T,HAZ_NHAZ,G4677,W093,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,LI	: 	: 	0 	0 	0 	0 	0 	0 	: 
A,T,HAZ_NHAZ,G4677,W093,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,LU	0 	0 	0 	0 	0 	0 	92 	140 	23 
A,T,HAZ_NHAZ,G4677,W093,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,ME	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,MK	: 	: 	0 	0 	0 	0 	0 	: 	0 
A,T,HAZ_NHAZ,G4677,W093,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,PL	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,PT	0 	0 	0 	0 	0 	0 	0 	0 b	0 
A,T,HAZ_NHAZ,G4677,W093,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,RS	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,SI	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,SK	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W093,TR	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W093,UK	0 	0 	0 	0 	0 	0 	3 	1 	: 
A,T,HAZ_NHAZ,G4677,W093,XK	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,G4677,W10,AT	12750 	7145 	226 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W10,BE	3440 	313769 	65892 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W10,BG	22 	1322 	1770 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W10,CY	0 	1 	2 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W10,CZ	3400 	5601 	5645 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W10,DE	79801 	112057 	37761 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W10,DK	37854 	34635 	34106 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W10,EE	18035 	12441 	15262 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W10,EL	28959 	2869 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W10,ES	70 	100841 	107700 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W10,FI	3229 	42794 	112580 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W10,FR	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W10,HR	3468 	6287 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W10,HU	11742 	15411 	6075 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W10,IE	0 	0 	: 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W10,IS	0 	: 	: 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,G4677,W10,IT	1986 	180721 	275423 	: 	: 	: 	: 	: 	: 
